'1060','103','Exige','1'
'1061','104','TX','1'
'1062','105','Luxgen5','1'
'1063','105','Luxgen7 MPV','1'
'1064','105','Luxgen7 SUV','1'
'1065','105','U6 Turbo','1'
'1066','105','U7 Turbo','1'
'1067','106','Armada','1'
'1068','106','Bolero','1'
'1069','106','CJ-3','1'
'1070','106','CL','1'
'1071','106','Commander','1'
'1072','106','Marshal','1'
'1073','106','MM','1'
'1074','106','NC 640 DP','1'
'1075','106','Scorpio','1'
'1076','106','Verito','1'
'1077','106','Voyager','1'
'1078','106','Xylo','1'
'1079','107','GTS','1'
'1080','107','LM 400','1'
'1081','107','LM 500','1'
'1082','107','Mantis','1'
'1083','107','Marcasite','1'
'1084','108','5EXi','1'
'1085','108','Sportster','1'
'1086','109','B1','1'
'1087','109','B2','1'
'1088','110','1000','1'
'1089','110','800','1'
'1090','110','Alto','1'
'1091','110','Baleno','1'
'1092','110','Esteem','1'
'1093','110','Gypsy','1'
'1094','110','Omni','1'
'1095','110','Versa','1'
'1096','110','Wagon R','1'
'1097','110','Zen','1'
'1098','111','228','1'
'1099','111','3200 GT','1'
'1100','111','420','1'
'1101','111','4200 GT','1'
'1102','111','Barchetta Stradale','1'
'1103','111','Biturbo','1'
